"contID","ko","contig","rank","taxid","score"
"ko\:K00001\:contig01232","K00001","contig01232","o","72274",52
"ko\:K00001\:contig01232","K00001","contig01232","f","468",52
"ko\:K00001\:contig01232","K00001","contig01232","g","469",48
"ko\:K00001\:contig01232","K00001","contig01232","s","909768",4
"ko\:K00001\:contig01232","K00001","contig01232","s","470",4
"ko\:K00001\:contig01234","K00001","contig01234","k","2",89
"ko\:K00001\:contig01234","K00001","contig01234","p","1239",42
"ko\:K00001\:contig01234","K00001","contig01234","c","91061",21
"ko\:K00001\:contig01234","K00001","contig01234","o","1385",21
"ko\:K00001\:contig01234","K00001","contig01234","f","186817",21
"ko\:K00001\:contig01234","K00001","contig01234","g","129337",16
"ko\:K00001\:contig01234","K00001","contig01234","s","1426",11
"ko\:K00001\:contig01235","K00001","contig01235","k","2",100
"ko\:K00001\:contig01235","K00001","contig01235","p","1224",100
"ko\:K00001\:contig01235","K00001","contig01235","c","28211",84
"ko\:K00001\:contig01235","K00001","contig01235","o","356",84
"ko\:K00001\:contig01235","K00001","contig01235","f","118882",68
"ko\:K00001\:contig01235","K00001","contig01235","g","234",56
"ko\:K00001\:contig01235","K00001","contig01235","s","235",8
"ko\:K00001\:contig01236","K00001","contig01236","k","2",100
"ko\:K00001\:contig01236","K00001","contig01236","p","1239",100
"ko\:K00001\:contig01236","K00001","contig01236","c","91061",100
"ko\:K00001\:contig01236","K00001","contig01236","o","1385",88
"ko\:K00001\:contig01236","K00001","contig01236","f","186817",79
"ko\:K00001\:contig01236","K00001","contig01236","g","1386",79
"ko\:K00001\:contig01236","K00001","contig01236","s","86661",71
"ko\:K00001\:contig01236","K00001","contig01236","s","1396",50
"ko\:K00001\:contig01237","K00001","contig01237","k","2",100
"ko\:K00001\:contig01237","K00001","contig01237","p","1224",100
"ko\:K00001\:contig01237","K00001","contig01237","c","28216",48
"ko\:K00001\:contig01237","K00001","contig01237","o","80840",48
"ko\:K00001\:contig01237","K00001","contig01237","f","119060",32
"ko\:K00001\:contig01237","K00001","contig01237","g","32008",20
"ko\:K00001\:contig01237","K00001","contig01237","s","87882",16
"ko\:K00001\:contig01237","K00001","contig01237","s","152480",8
"ko\:K00001\:contig01238","K00001","contig01238","k","2",100
"ko\:K00001\:contig01238","K00001","contig01238","p","1239",50
"ko\:K00001\:contig01238","K00001","contig01238","c","186801",50
"ko\:K00001\:contig01238","K00001","contig01238","o","68295",50
"ko\:K00001\:contig01238","K00001","contig01238","f","543371",40
"ko\:K00001\:contig01238","K00001","contig01238","g","28895",40
"ko\:K00001\:contig01238","K00001","contig01238","s","1517",20
"ko\:K00001\:contig01239","K00001","contig01239","k","2",100
"ko\:K00001\:contig01239","K00001","contig01239","p","1224",96
"ko\:K00001\:contig01239","K00001","contig01239","c","1236",84
"ko\:K00001\:contig01239","K00001","contig01239","o","72274",76
"ko\:K00001\:contig01239","K00001","contig01239","f","468",76
"ko\:K00001\:contig01239","K00001","contig01239","g","469",72
"ko\:K00001\:contig01239","K00001","contig01239","s","909768",12
"ko\:K00001\:contig01239","K00001","contig01239","s","470",8
"ko\:K00001\:contig01240","K00001","contig01240","k","2",100
"ko\:K00001\:contig01240","K00001","contig01240","p","1224",100
"ko\:K00001\:contig01240","K00001","contig01240","c","28216",100
"ko\:K00001\:contig01240","K00001","contig01240","o","206389",100
"ko\:K00001\:contig01240","K00001","contig01240","f","75787",100
"ko\:K00001\:contig01240","K00001","contig01240","g","1054211",100
"ko\:K00001\:contig01240","K00001","contig01240","s","748811",100
"ko\:K00001\:contig01241","K00001","contig01241","k","2",100
"ko\:K00001\:contig01241","K00001","contig01241","p","1224",75
"ko\:K00001\:contig01241","K00001","contig01241","c","28211",75
"ko\:K00001\:contig01241","K00001","contig01241","o","204455",75
"ko\:K00001\:contig01241","K00001","contig01241","f","31989",75
"ko\:K00001\:contig01241","K00001","contig01241","g","60136",17
"ko\:K00001\:contig01241","K00001","contig01241","s","83219",17
"ko\:K00001\:contig01242","K00001","contig01242","k","2",100
"ko\:K00001\:contig01242","K00001","contig01242","p","1224",100
"ko\:K00001\:contig01242","K00001","contig01242","c","1236",100
"ko\:K00001\:contig01242","K00001","contig01242","o","72274",96
"ko\:K00001\:contig01242","K00001","contig01242","f","135621",96
"ko\:K00001\:contig01242","K00001","contig01242","g","286",96
"ko\:K00001\:contig01242","K00001","contig01242","s","136846",52
"ko\:K00001\:contig01242","K00001","contig01242","s","316",48
"ko\:K00001\:contig01243","K00001","contig01243","k","2",100
"ko\:K00001\:contig01243","K00001","contig01243","p","1117",100
"ko\:K00001\:contig01243","K00001","contig01243","c","307596",100
"ko\:K00001\:contig01243","K00001","contig01243","o","307595",100
"ko\:K00001\:contig01243","K00001","contig01243","g","33071",100
"ko\:K00001\:contig01243","K00001","contig01243","s","33072",100
"ko\:K00001\:contig01244","K00001","contig01244","k","2",100
"ko\:K00001\:contig01244","K00001","contig01244","p","1224",72
"ko\:K00001\:contig01244","K00001","contig01244","c","1236",68
"ko\:K00001\:contig01244","K00001","contig01244","o","135614",68
"ko\:K00001\:contig01244","K00001","contig01244","f","32033",68
"ko\:K00001\:contig01244","K00001","contig01244","g","338",28
"ko\:K00001\:contig01244","K00001","contig01244","s","343",12
"ko\:K00001\:contig01245","K00001","contig01245","k","2",100
"ko\:K00001\:contig01245","K00001","contig01245","p","1224",100
"ko\:K00001\:contig01245","K00001","contig01245","c","1236",100
"ko\:K00001\:contig01245","K00001","contig01245","o","72274",100
"ko\:K00001\:contig01245","K00001","contig01245","f","468",100
"ko\:K00001\:contig01245","K00001","contig01245","g","497",93
"ko\:K00001\:contig01245","K00001","contig01245","s","248452",7
"ko\:K00001\:contig01246","K00001","contig01246","k","2",100
"ko\:K00001\:contig01246","K00001","contig01246","p","1224",100
"ko\:K00001\:contig01246","K00001","contig01246","c","28211",100
"ko\:K00001\:contig01246","K00001","contig01246","o","356",92
"ko\:K00001\:contig01246","K00001","contig01246","f","41294",36
"ko\:K00001\:contig01246","K00001","contig01246","g","1073",32
"ko\:K00001\:contig01246","K00001","contig01246","s","1076",28
"ko\:K00001\:contig01247","K00001","contig01247","k","2",100
"ko\:K00001\:contig01247","K00001","contig01247","p","1224",100
"ko\:K00001\:contig01247","K00001","contig01247","c","28216",96
"ko\:K00001\:contig01247","K00001","contig01247","o","80840",92
"ko\:K00001\:contig01247","K00001","contig01247","f","119060",92
"ko\:K00001\:contig01247","K00001","contig01247","g","32008",68
"ko\:K00001\:contig01247","K00001","contig01247","s","87882",20
"ko\:K00001\:contig01247","K00001","contig01247","s","152480",16
"ko\:K00001\:contig01248","K00001","contig01248","k","2",100
"ko\:K00001\:contig01248","K00001","contig01248","p","1239",92
"ko\:K00001\:contig01248","K00001","contig01248","c","91061",92
"ko\:K00001\:contig01248","K00001","contig01248","o","1385",92
"ko\:K00001\:contig01248","K00001","contig01248","f","186817",80
"ko\:K00001\:contig01248","K00001","contig01248","g","1386",80
"ko\:K00001\:contig01248","K00001","contig01248","s","86661",60
"ko\:K00001\:contig01248","K00001","contig01248","s","1396",40
"ko\:K00001\:contig01249","K00001","contig01249","k","2",100
"ko\:K00001\:contig01249","K00001","contig01249","p","1224",100
"ko\:K00001\:contig01249","K00001","contig01249","c","28216",100
"ko\:K00001\:contig01249","K00001","contig01249","g","327159",60
"ko\:K00001\:contig01249","K00001","contig01249","s","1454005",20
"ko\:K00001\:contig01250","K00001","contig01250","k","2",100
"ko\:K00001\:contig01250","K00001","contig01250","p","1224",71
"ko\:K00001\:contig01250","K00001","contig01250","c","28216",43
"ko\:K00001\:contig01250","K00001","contig01250","o","80840",43
"ko\:K00001\:contig01250","K00001","contig01250","f","119060",43
"ko\:K00001\:contig01250","K00001","contig01250","g","32008",43
"ko\:K00001\:contig01250","K00001","contig01250","s","36873",29
"ko\:K00001\:contig01251","K00001","contig01251","k","2",100
"ko\:K00001\:contig01251","K00001","contig01251","p","203682",69
"ko\:K00001\:contig01251","K00001","contig01251","c","203683",69
"ko\:K00001\:contig01251","K00001","contig01251","o","112",69
"ko\:K00001\:contig01251","K00001","contig01251","f","126",69
"ko\:K00001\:contig01251","K00001","contig01251","g","265488",56
"ko\:K00001\:contig01251","K00001","contig01251","s","265606",25
"ko\:K00001\:contig01252","K00001","contig01252","k","2",100
"ko\:K00001\:contig01252","K00001","contig01252","p","1224",50
"ko\:K00001\:contig01252","K00001","contig01252","c","1236",33
"ko\:K00001\:contig01252","K00001","contig01252","o","72274",33
"ko\:K00001\:contig01252","K00001","contig01252","f","135621",33
"ko\:K00001\:contig01252","K00001","contig01252","g","286",33
"ko\:K00001\:contig01252","K00001","contig01252","s","237610",8
"ko\:K00001\:contig01253","K00001","contig01253","k","2",100
"ko\:K00001\:contig01253","K00001","contig01253","p","1224",84
"ko\:K00001\:contig01253","K00001","contig01253","c","1236",72
"ko\:K00001\:contig01253","K00001","contig01253","o","72274",72
"ko\:K00001\:contig01253","K00001","contig01253","f","135621",72
"ko\:K00001\:contig01253","K00001","contig01253","g","286",72
"ko\:K00001\:contig01253","K00001","contig01253","s","136841",52
"ko\:K00001\:contig01253","K00001","contig01253","s","287",36
"ko\:K00001\:contig01254","K00001","contig01254","k","2",100
"ko\:K00001\:contig01254","K00001","contig01254","p","1224",100
"ko\:K00001\:contig01254","K00001","contig01254","c","28211",100
"ko\:K00001\:contig01254","K00001","contig01254","o","356",100
"ko\:K00001\:contig01254","K00001","contig01254","f","41294",100
"ko\:K00001\:contig01254","K00001","contig01254","g","1073",100
"ko\:K00001\:contig01254","K00001","contig01254","s","1076",100
"ko\:K00001\:contig01255","K00001","contig01255","k","2",73
"ko\:K00001\:contig01255","K00001","contig01255","p","1239",73
"ko\:K00001\:contig01255","K00001","contig01255","c","91061",68
"ko\:K00001\:contig01255","K00001","contig01255","o","1385",68
"ko\:K00001\:contig01255","K00001","contig01255","f","186817",32
"ko\:K00001\:contig01255","K00001","contig01255","g","129337",18
"ko\:K00001\:contig01255","K00001","contig01255","s","471223",5
"ko\:K00001\:contig01256","K00001","contig01256","k","2",96
"ko\:K00001\:contig01256","K00001","contig01256","p","1224",60
"ko\:K00001\:contig01256","K00001","contig01256","c","28211",36
"ko\:K00001\:contig01256","K00001","contig01256","o","356",20
"ko\:K00001\:contig01256","K00001","contig01256","f","82115",16
"ko\:K00001\:contig01256","K00001","contig01256","g","379",12
"ko\:K00001\:contig01256","K00001","contig01256","s","136996",4
"ko\:K00001\:contig01257","K00001","contig01257","k","2",100
"ko\:K00001\:contig01257","K00001","contig01257","p","1239",88
"ko\:K00001\:contig01257","K00001","contig01257","c","91061",80
"ko\:K00001\:contig01257","K00001","contig01257","o","1385",80
"ko\:K00001\:contig01257","K00001","contig01257","f","186817",80
"ko\:K00001\:contig01257","K00001","contig01257","g","1386",80
"ko\:K00001\:contig01257","K00001","contig01257","s","653685",32
"ko\:K00001\:contig01257","K00001","contig01257","s","1402",28
"ko\:K00001\:contig01259","K00001","contig01259","k","2",100
"ko\:K00001\:contig01259","K00001","contig01259","p","1224",96
"ko\:K00001\:contig01259","K00001","contig01259","c","1236",96
"ko\:K00001\:contig01259","K00001","contig01259","o","135622",72
"ko\:K00001\:contig01259","K00001","contig01259","f","72275",72
"ko\:K00001\:contig01259","K00001","contig01259","g","2742",72
"ko\:K00001\:contig01259","K00001","contig01259","s","209639",8
"ko\:K00001\:contig01260","K00001","contig01260","k","2",100
"ko\:K00001\:contig01260","K00001","contig01260","p","203682",87
"ko\:K00001\:contig01260","K00001","contig01260","c","203683",87
"ko\:K00001\:contig01260","K00001","contig01260","o","112",87
"ko\:K00001\:contig01260","K00001","contig01260","f","126",87
"ko\:K00001\:contig01260","K00001","contig01260","g","265488",60
"ko\:K00001\:contig01260","K00001","contig01260","s","265606",27
"ko\:K00001\:contig01261","K00001","contig01261","k","2",100
"ko\:K00001\:contig01261","K00001","contig01261","p","57723",50
"ko\:K00001\:contig01261","K00001","contig01261","c","204432",50
"ko\:K00001\:contig01261","K00001","contig01261","o","204433",50
"ko\:K00001\:contig01261","K00001","contig01261","f","204434",50
"ko\:K00001\:contig01261","K00001","contig01261","g","392733",50
"ko\:K00001\:contig01261","K00001","contig01261","s","870903",50
"ko\:K00001\:contig01262","K00001","contig01262","k","2",100
"ko\:K00001\:contig01262","K00001","contig01262","p","203682",54
"ko\:K00001\:contig01262","K00001","contig01262","c","203683",54
"ko\:K00001\:contig01262","K00001","contig01262","o","112",54
"ko\:K00001\:contig01262","K00001","contig01262","f","126",54
"ko\:K00001\:contig01262","K00001","contig01262","g","265488",54
"ko\:K00001\:contig01262","K00001","contig01262","s","265606",31
"ko\:K00001\:contig01264","K00001","contig01264","k","2",100
"ko\:K00001\:contig01264","K00001","contig01264","p","1224",100
"ko\:K00001\:contig01264","K00001","contig01264","c","28211",100
"ko\:K00001\:contig01264","K00001","contig01264","o","356",100
"ko\:K00001\:contig01264","K00001","contig01264","f","69277",48
"ko\:K00001\:contig01264","K00001","contig01264","g","68287",44
"ko\:K00001\:contig01264","K00001","contig01264","s","39645",8
"ko\:K00001\:contig01265","K00001","contig01265","k","2",100
"ko\:K00001\:contig01265","K00001","contig01265","p","1239",53
"ko\:K00001\:contig01265","K00001","contig01265","c","91061",53
"ko\:K00001\:contig01265","K00001","contig01265","o","1385",53
"ko\:K00001\:contig01265","K00001","contig01265","g","33986",37
"ko\:K00001\:contig01265","K00001","contig01265","s","132920",11
"ko\:K00001\:contig01266","K00001","contig01266","k","2",100
"ko\:K00001\:contig01266","K00001","contig01266","p","1239",100
"ko\:K00001\:contig01266","K00001","contig01266","c","91061",100
"ko\:K00001\:contig01266","K00001","contig01266","o","1385",100
"ko\:K00001\:contig01266","K00001","contig01266","f","186817",96
"ko\:K00001\:contig01266","K00001","contig01266","g","1386",96
"ko\:K00001\:contig01266","K00001","contig01266","s","86661",88
"ko\:K00001\:contig01266","K00001","contig01266","s","1396",76
"ko\:K00001\:contig01267","K00001","contig01267","k","2",100
"ko\:K00001\:contig01267","K00001","contig01267","p","1239",100
"ko\:K00001\:contig01267","K00001","contig01267","c","91061",100
"ko\:K00001\:contig01267","K00001","contig01267","o","1385",100
"ko\:K00001\:contig01267","K00001","contig01267","f","186817",100
"ko\:K00001\:contig01267","K00001","contig01267","g","1386",100
"ko\:K00001\:contig01267","K00001","contig01267","s","86661",84
"ko\:K00001\:contig01267","K00001","contig01267","s","1396",52
"ko\:K00001\:contig01268","K00001","contig01268","k","2",100
"ko\:K00001\:contig01268","K00001","contig01268","p","1224",100
"ko\:K00001\:contig01268","K00001","contig01268","c","28216",100
"ko\:K00001\:contig01268","K00001","contig01268","o","206389",100
"ko\:K00001\:contig01268","K00001","contig01268","f","75787",100
"ko\:K00001\:contig01268","K00001","contig01268","g","1054211",100
"ko\:K00001\:contig01268","K00001","contig01268","s","748811",100
"ko\:K00001\:contig01269","K00001","contig01269","k","2",100
"ko\:K00001\:contig01269","K00001","contig01269","p","201174",96
"ko\:K00001\:contig01269","K00001","contig01269","c","1760",96
"ko\:K00001\:contig01269","K00001","contig01269","o","2037",96
"ko\:K00001\:contig01269","K00001","contig01269","f","2062",46
"ko\:K00001\:contig01269","K00001","contig01269","g","1883",46
"ko\:K00001\:contig01269","K00001","contig01269","s","379067",4
"ko\:K00001\:contig01270","K00001","contig01270","k","2",100
"ko\:K00001\:contig01270","K00001","contig01270","p","1239",96
"ko\:K00001\:contig01270","K00001","contig01270","c","91061",96
"ko\:K00001\:contig01270","K00001","contig01270","o","1385",96
"ko\:K00001\:contig01270","K00001","contig01270","f","186817",96
"ko\:K00001\:contig01270","K00001","contig01270","g","1386",96
"ko\:K00001\:contig01270","K00001","contig01270","s","86661",88
"ko\:K00001\:contig01270","K00001","contig01270","s","1396",72
"ko\:K00001\:contig01271","K00001","contig01271","k","2",100
"ko\:K00001\:contig01271","K00001","contig01271","p","1224",96
"ko\:K00001\:contig01271","K00001","contig01271","c","28216",48
"ko\:K00001\:contig01271","K00001","contig01271","o","80840",48
"ko\:K00001\:contig01271","K00001","contig01271","f","80864",24
"ko\:K00001\:contig01271","K00001","contig01271","g","80865",12
"ko\:K00001\:contig01271","K00001","contig01271","s","80866",8
"ko\:K00001\:contig01272","K00001","contig01272","k","2",100
"ko\:K00001\:contig01272","K00001","contig01272","p","1224",100
"ko\:K00001\:contig01272","K00001","contig01272","c","1236",100
"ko\:K00001\:contig01272","K00001","contig01272","o","72274",96
"ko\:K00001\:contig01272","K00001","contig01272","f","468",96
"ko\:K00001\:contig01272","K00001","contig01272","g","469",96
"ko\:K00001\:contig01272","K00001","contig01272","s","909768",8
"ko\:K00001\:contig01272","K00001","contig01272","s","470",8
"ko\:K00001\:contig01273","K00001","contig01273","k","2",100
"ko\:K00001\:contig01273","K00001","contig01273","p","1224",92
"ko\:K00001\:contig01273","K00001","contig01273","c","1236",84
"ko\:K00001\:contig01273","K00001","contig01273","o","72274",84
"ko\:K00001\:contig01273","K00001","contig01273","f","135621",84
"ko\:K00001\:contig01273","K00001","contig01273","g","286",84
"ko\:K00001\:contig01273","K00001","contig01273","s","136841",36
"ko\:K00001\:contig01273","K00001","contig01273","s","300",20
"ko\:K00001\:contig01274","K00001","contig01274","k","2",100
"ko\:K00001\:contig01274","K00001","contig01274","p","1224",68
"ko\:K00001\:contig01274","K00001","contig01274","c","28216",24
"ko\:K00001\:contig01274","K00001","contig01274","g","327159",20
"ko\:K00001\:contig01274","K00001","contig01274","s","327160",4
"ko\:K00001\:contig01275","K00001","contig01275","k","2",100
"ko\:K00001\:contig01275","K00001","contig01275","p","1224",100
"ko\:K00001\:contig01275","K00001","contig01275","c","28211",100
"ko\:K00001\:contig01275","K00001","contig01275","o","356",100
"ko\:K00001\:contig01275","K00001","contig01275","f","118882",60
"ko\:K00001\:contig01275","K00001","contig01275","g","234",36
"ko\:K00001\:contig01275","K00001","contig01275","s","29459",8
"ko\:K00001\:contig01276","K00001","contig01276","k","2157",80
"ko\:K00001\:contig01276","K00001","contig01276","p","28889",40
"ko\:K00001\:contig01276","K00001","contig01276","c","183924",40
"ko\:K00001\:contig01276","K00001","contig01276","o","2266",40
"ko\:K00001\:contig01276","K00001","contig01276","f","2267",40
"ko\:K00001\:contig01276","K00001","contig01276","g","2276",40
"ko\:K00001\:contig01276","K00001","contig01276","s","2277",20
"ko\:K00001\:contig01277","K00001","contig01277","k","2",100
"ko\:K00001\:contig01277","K00001","contig01277","p","201174",100
"ko\:K00001\:contig01277","K00001","contig01277","c","1760",100
"ko\:K00001\:contig01277","K00001","contig01277","o","2037",100
"ko\:K00001\:contig01277","K00001","contig01277","f","2062",92
"ko\:K00001\:contig01277","K00001","contig01277","g","1883",92
"ko\:K00001\:contig01277","K00001","contig01277","s","67275",4
"ko\:K00001\:contig01278","K00001","contig01278","k","2",100
"ko\:K00001\:contig01278","K00001","contig01278","p","1224",100
"ko\:K00001\:contig01278","K00001","contig01278","c","28211",89
"ko\:K00001\:contig01278","K00001","contig01278","o","356",89
"ko\:K00001\:contig01278","K00001","contig01278","f","41294",89
"ko\:K00001\:contig01278","K00001","contig01278","g","374",89
"ko\:K00001\:contig01278","K00001","contig01278","s","29448",22
"ko\:K00001\:contig01279","K00001","contig01279","k","2",100
"ko\:K00001\:contig01279","K00001","contig01279","p","1224",100
"ko\:K00001\:contig01279","K00001","contig01279","c","28221",100
"ko\:K00001\:contig01279","K00001","contig01279","g","93171",67
"ko\:K00001\:contig01279","K00001","contig01279","s","1429438",33
"ko\:K00001\:contig01280","K00001","contig01280","k","2",100
"ko\:K00001\:contig01280","K00001","contig01280","p","1224",100
"ko\:K00001\:contig01280","K00001","contig01280","c","1236",100
"ko\:K00001\:contig01280","K00001","contig01280","o","72274",80
"ko\:K00001\:contig01280","K00001","contig01280","f","468",80
"ko\:K00001\:contig01280","K00001","contig01280","g","469",76
"ko\:K00001\:contig01280","K00001","contig01280","s","106648",8
"ko\:K00001\:contig01281","K00001","contig01281","k","2",100
"ko\:K00001\:contig01281","K00001","contig01281","p","1117",40
"ko\:K00001\:contig01281","K00001","contig01281","o","1150",16
"ko\:K00001\:contig01281","K00001","contig01281","g","669368",4
"ko\:K00001\:contig01281","K00001","contig01281","s","64178",4
"ko\:K00001\:contig01282","K00001","contig01282","k","2",96
"ko\:K00001\:contig01282","K00001","contig01282","p","1224",48
"ko\:K00001\:contig01282","K00001","contig01282","c","28211",16
"ko\:K00001\:contig01282","K00001","contig01282","o","204441",8
"ko\:K00001\:contig01282","K00001","contig01282","f","41295",8
"ko\:K00001\:contig01282","K00001","contig01282","g","659693",4
"ko\:K00001\:contig01282","K00001","contig01282","s","526216",4
"ko\:K00001\:contig01283","K00001","contig01283","k","2",95
"ko\:K00001\:contig01283","K00001","contig01283","p","1224",62
"ko\:K00001\:contig01283","K00001","contig01283","c","28211",43
"ko\:K00001\:contig01283","K00001","contig01283","o","356",29
"ko\:K00001\:contig01283","K00001","contig01283","f","82115",29
"ko\:K00001\:contig01283","K00001","contig01283","g","357",14
"ko\:K00001\:contig01283","K00001","contig01283","s","1183400",10
"ko\:K00001\:contig01283","K00001","contig01283","s","1176649",5
"ko\:K00001\:contig01284","K00001","contig01284","k","2",100
"ko\:K00001\:contig01284","K00001","contig01284","p","1224",100
"ko\:K00001\:contig01284","K00001","contig01284","c","28216",44
"ko\:K00001\:contig01284","K00001","contig01284","o","80840",40
"ko\:K00001\:contig01284","K00001","contig01284","f","506",36
"ko\:K00001\:contig01284","K00001","contig01284","g","222",32
"ko\:K00001\:contig01284","K00001","contig01284","s","85698",24
"ko\:K00001\:contig01285","K00001","contig01285","k","2",91
"ko\:K00001\:contig01285","K00001","contig01285","p","200795",45
"ko\:K00001\:contig01285","K00001","contig01285","c","32061",36
"ko\:K00001\:contig01285","K00001","contig01285","o","32064",36
"ko\:K00001\:contig01285","K00001","contig01285","f","1106",9
"ko\:K00001\:contig01285","K00001","contig01285","g","1107",9
"ko\:K00001\:contig01286","K00001","contig01286","k","2",100
"ko\:K00001\:contig01286","K00001","contig01286","p","1224",100
"ko\:K00001\:contig01286","K00001","contig01286","c","28211",100
"ko\:K00001\:contig01286","K00001","contig01286","o","356",100
"ko\:K00001\:contig01286","K00001","contig01286","f","69277",76
"ko\:K00001\:contig01286","K00001","contig01286","g","68287",76
"ko\:K00001\:contig01286","K00001","contig01286","s","381",20
"ko\:K00001\:contig01287","K00001","contig01287","k","2",100
"ko\:K00001\:contig01287","K00001","contig01287","p","1239",96
"ko\:K00001\:contig01287","K00001","contig01287","c","91061",96
"ko\:K00001\:contig01287","K00001","contig01287","o","1385",96
"ko\:K00001\:contig01287","K00001","contig01287","f","186817",96
"ko\:K00001\:contig01287","K00001","contig01287","g","1386",96
"ko\:K00001\:contig01287","K00001","contig01287","s","86661",92
"ko\:K00001\:contig01287","K00001","contig01287","s","1396",60
"ko\:K00001\:contig01288","K00001","contig01288","k","2",100
"ko\:K00001\:contig01288","K00001","contig01288","p","1239",88
"ko\:K00001\:contig01288","K00001","contig01288","c","91061",72
"ko\:K00001\:contig01288","K00001","contig01288","o","1385",72
"ko\:K00001\:contig01288","K00001","contig01288","g","33986",68
"ko\:K00001\:contig01288","K00001","contig01288","s","132920",8
"ko\:K00001\:contig01289","K00001","contig01289","k","2157",56
"ko\:K00001\:contig01289","K00001","contig01289","p","28890",56
"ko\:K00001\:contig01289","K00001","contig01289","c","183963",56
"ko\:K00001\:contig01289","K00001","contig01289","o","2235",56
"ko\:K00001\:contig01289","K00001","contig01289","f","2236",56
"ko\:K00001\:contig01289","K00001","contig01289","g","2237",32
"ko\:K00001\:contig01289","K00001","contig01289","s","396317",4
"ko\:K00001\:contig01290","K00001","contig01290","k","2",100
"ko\:K00001\:contig01290","K00001","contig01290","p","1224",100
"ko\:K00001\:contig01290","K00001","contig01290","c","28211",100
"ko\:K00001\:contig01290","K00001","contig01290","o","204441",100
"ko\:K00001\:contig01290","K00001","contig01290","f","41295",100
"ko\:K00001\:contig01290","K00001","contig01290","g","191",100
"ko\:K00001\:contig01290","K00001","contig01290","s","193",100
"ko\:K00001\:contig01291","K00001","contig01291","k","2",100
"ko\:K00001\:contig01291","K00001","contig01291","p","1224",100
"ko\:K00001\:contig01291","K00001","contig01291","c","1236",100
"ko\:K00001\:contig01291","K00001","contig01291","o","72274",100
"ko\:K00001\:contig01291","K00001","contig01291","f","135621",100
"ko\:K00001\:contig01291","K00001","contig01291","g","286",100
"ko\:K00001\:contig01291","K00001","contig01291","s","136841",80
"ko\:K00001\:contig01291","K00001","contig01291","s","287",72
"ko\:K00001\:contig01292","K00001","contig01292","k","2",100
"ko\:K00001\:contig01292","K00001","contig01292","p","201174",100
"ko\:K00001\:contig01292","K00001","contig01292","c","1760",100
"ko\:K00001\:contig01292","K00001","contig01292","o","2037",100
"ko\:K00001\:contig01292","K00001","contig01292","f","1268",16
"ko\:K00001\:contig01292","K00001","contig01292","g","1663",16
"ko\:K00001\:contig01292","K00001","contig01292","s","43663",4
"ko\:K00001\:contig01293","K00001","contig01293","k","2",100
"ko\:K00001\:contig01293","K00001","contig01293","p","1224",100
"ko\:K00001\:contig01293","K00001","contig01293","c","28216",38
"ko\:K00001\:contig01293","K00001","contig01293","o","119069",19
"ko\:K00001\:contig01293","K00001","contig01293","f","206349",19
"ko\:K00001\:contig01293","K00001","contig01293","g","919",19
"ko\:K00001\:contig01293","K00001","contig01293","s","36861",13
"ko\:K00001\:contig01294","K00001","contig01294","k","2",100
"ko\:K00001\:contig01294","K00001","contig01294","p","1224",100
"ko\:K00001\:contig01294","K00001","contig01294","c","28216",78
"ko\:K00001\:contig01294","K00001","contig01294","o","80840",72
"ko\:K00001\:contig01294","K00001","contig01294","f","119060",28
"ko\:K00001\:contig01294","K00001","contig01294","g","32008",11
"ko\:K00001\:contig01294","K00001","contig01294","s","1458357",6
"ko\:K00001\:contig01295","K00001","contig01295","k","2",100
"ko\:K00001\:contig01295","K00001","contig01295","p","1224",100
"ko\:K00001\:contig01295","K00001","contig01295","c","28216",60
"ko\:K00001\:contig01295","K00001","contig01295","o","80840",60
"ko\:K00001\:contig01295","K00001","contig01295","f","119060",47
"ko\:K00001\:contig01295","K00001","contig01295","g","32008",40
"ko\:K00001\:contig01295","K00001","contig01295","s","87882",20
"ko\:K00001\:contig01295","K00001","contig01295","s","152480",13
"ko\:K00001\:contig01296","K00001","contig01296","k","2",100
"ko\:K00001\:contig01296","K00001","contig01296","p","1224",100
"ko\:K00001\:contig01296","K00001","contig01296","c","28216",100
"ko\:K00001\:contig01296","K00001","contig01296","o","206389",80
"ko\:K00001\:contig01296","K00001","contig01296","f","75787",80
"ko\:K00001\:contig01296","K00001","contig01296","g","33057",40
"ko\:K00001\:contig01296","K00001","contig01296","s","76112",20
"ko\:K00001\:contig01297","K00001","contig01297","k","2",96
"ko\:K00001\:contig01297","K00001","contig01297","p","1239",88
"ko\:K00001\:contig01297","K00001","contig01297","c","91061",88
"ko\:K00001\:contig01297","K00001","contig01297","o","1385",84
"ko\:K00001\:contig01297","K00001","contig01297","f","186820",80
"ko\:K00001\:contig01297","K00001","contig01297","g","1637",80
"ko\:K00001\:contig01297","K00001","contig01297","s","1639",48
"ko\:K00001\:contig01298","K00001","contig01298","k","2",100
"ko\:K00001\:contig01298","K00001","contig01298","p","201174",64
"ko\:K00001\:contig01298","K00001","contig01298","c","1760",64
"ko\:K00001\:contig01298","K00001","contig01298","o","2037",64
"ko\:K00001\:contig01298","K00001","contig01298","f","28056",56
"ko\:K00001\:contig01298","K00001","contig01298","g","168694",56
"ko\:K00001\:contig01298","K00001","contig01298","s","168697",48
"ko\:K00001\:contig01299","K00001","contig01299","k","2",100
"ko\:K00001\:contig01299","K00001","contig01299","p","200795",20
"ko\:K00001\:contig01299","K00001","contig01299","c","32061",20
